0,1,2,3,4,5
21,36,5.51670027,3.99890041,227,45797.3242
21,-33,-5.28183842,3.52787328,317,35643.875
21,35,5.43953991,3.98783708,229,45544.2695
21,-32,-5.20119476,6.58312988,220,124114.852
21,31,5.11928129,1.695328,68,8231.26172
21,-15,-3.56101489,4.3900342,220,55194.3594
21,30,5.03603554,4.33214235,177,53748.25
21,-20,-4.11190557,4.32093525,176,53470.5234
21,22,4.312603,4.98292828,232,71109.5938
21,-33,-5.28183842,1.09249377,272,3418.19507
22,17,3.79098964,1.56989789,230,7277.02832
22,-35,-5.43953991,3.28962016,57,31952.3496
22,28,4.86527205,3.66315675,137,39620.7148
22,-29,-4.95138979,2.6895597,181,21358.6445
22,30,5.03603554,5.45270348,331,87787.9688
22,-23,-4.40952778,7.60357904,288,170705.469
22,33,5.28183842,2.35628104,114,16393.2656
22,-18,-3.90089607,4.03542662,274,48082.8516
22,18,3.90089607,1.41757965,267,5933.43555
22,-27,-4.7776022,5.27762985,75,82241.1406
22,38,5.66787052,5.1436348,79,78118.0781
22,-36,-5.51670027,7.06867361,37,147532.312
22,29,4.95138979,7.19983149,307,153057.969
22,-34,-5.361269,6.59051037,312,128247.656
22,22,4.312603,6.70680952,112,132813.812
23,-17,-3.79098964,1.36601138,118,5240.56445
23,28,4.86527205,6.56813145,336,121158.273
23,-22,-4.312603,1.60230851,87,7210.43896
23,30,5.03603554,2.00058532,131,11240.4463
23,-28,-4.86527205,3.84598637,131,41541.7617
23,26,4.68829393,2.50898647,312,17679.3398
23,-21,-4.21344948,1.54240227,208,6681.35791
23,24,4.50436687,3.17441559,172,28300.6895
23,-25,-4.59724998,6.42132759,56,115802.82
23,26,4.68829393,5.26123714,149,77740.1172
23,-27,-4.7776022,2.62056112,56,19286.7031
23,24,4.50436687,7.79365015,113,170589.094
23,-21,-4.21344948,4.88125038,274,66916.25
23,16,3.67780018,7.20181561,17,145664.406
24,-24,-4.50436687,4.93909216,290,77641.0469
24,21,4.21344948,6.32512856,267,127331.492
24,-32,-5.20119476,5.4465723,95,94415.5938
24,32,5.20119476,2.54736519,232,20652.832
24,-28,-4.86527205,2.57035136,183,21027.2324
24,34,5.361269,3.91732478,87,48840.0742
24,-34,-5.361269,4.49608612,297,64337.8281
24,40,5.81511259,1.72625661,56,9484.35645
24,-26,-4.68829393,6.20967865,180,122725.672
24,40,5.81511259,4.07743692,109,52914.1328
24,-23,-4.40952778,7.4826231,313,178198.859
24,26,4.68829393,6.47110319,294,133276.578
24,-28,-4.86527205,1.83247566,125,10687.4375
24,32,5.20119476,6.42350006,166,131322.953
24,-25,-4.59724998,6.79510403,316,146956.719
24,30,5.03603554,1.32942843,349,5625.05957
24,-41,-5.88735294,7.70671082,223,189031.984
25,17,3.79098964,6.71227694,330,141226.188
25,-31,-5.11928129,2.2388835,142,15712.2559
25,22,4.312603,4.93091297,326,76213.1953
25,-28,-4.86527205,1.85175848,58,10748.4102
25,27,4.7776022,1.53041935,322,7341.69727
25,-36,-5.51670027,4.77603769,325,71500.8203
25,13,3.31512427,2.87386298,287,25888.5488
25,-20,-4.11190557,2.02314758,342,12830.1182
25,31,5.11928129,5.05288506,162,80030.2812
25,-28,-4.86527205,7.84824562,22,193072.625
25,38,5.66787052,5.48108196,295,94169.0391
25,-20,-4.11190557,1.55598235,194,7589.00488
25,40,5.81511259,7.41072083,157,172145.828
25,-19,-4.00779009,2.01114464,312,12678.332
25,36,5.51670027,6.33522224,75,125805.398
25,-32,-5.20119476,7.08517599,17,157353.641
25,25,4.59724998,4.56826782,349,65415.1953
26,-35,-5.43953991,3.89752293,351,46602.6641
26,13,3.31512427,7.69310045,348,181566.688
26,-17,-3.79098964,1.95201111,271,11689.5537
26,32,5.20119476,6.45722437,201,127916.086
26,-32,-5.20119476,6.5918169,265,133304.141
